,index,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.AgesAllowed,attributes.Open24Hours,attributes.ByAppointmentOnly,attributes.Corkage,attributes.BYOBCorkage,attributes.DriveThru,attributes.GoodForDancing,attributes.CoatCheck,attributes.BestNights,attributes.BYOB,attributes.Smoking,attributes.Music,attributes.BusinessAcceptsBitcoin,attributes.WheelchairAccessible,attributes.RestaurantsTableService,attributes.DogsAllowed,attributes.HappyHour,attributes.BikeParking,attributes.RestaurantsGoodForGroups,attributes.Ambience,attributes.Caters,attributes.GoodForMeal,attributes.NoiseLevel,attributes.RestaurantsReservations,attributes.HasTV,attributes.Alcohol,attributes.RestaurantsAttire,attributes.BusinessAcceptsCreditCards,attributes.GoodForKids,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.OutdoorSeating,attributes.BusinessParking,attributes.WiFi,attributes.RestaurantsPriceRange2,hours.Sunday,hours.Saturday,hours.Friday,hours.Thursday,hours.Wednesday,hours.Tuesday,hours.Monday
1240,98871,M-P129OlcSg_mxf8fK9ZWA,York Buffet,6302 Robinson Ctr Dr,Pittsburgh,PA,15205,40.4523845427,-80.1599621773,2.5,51,0,"Buffets, Restaurants, Japanese",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,,u'average',None,False,u'none',u'casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'no',2,11:0-21:30,11:0-22:30,11:0-22:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
1241,98878,ECXHwaJW7Lc7qDlH89Syaw,Arby's,1378 Banksville Rd,Pittsburgh,PA,15216,40.4147103,-80.0305918,2.0,10,1,"Fast Food, Sandwiches, Restaurants",,,,,,,,,,,,,,,,,,,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,,False,,,,True,True,True,False,,,,1,,,,,,,
1242,98926,noCKeynzdlWBQsVsAFZMpA,Bar Frenchman,5925 Baum Blvd,Pittsburgh,PA,15206,40.4605376,-79.9270228,3.5,25,0,"French, Bars, Nightlife, Brasseries, Wine Bars, Restaurants, Cocktail Bars",,,,,,,False,False,,,u'no',"{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,True,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'loud',True,False,u'full_bar',u'dressy',True,False,False,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',3,,17:0-23:0,17:0-23:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
1243,98967,p_2Q6ebOtBOHCpBrvb78lg,The Café at the Frick,7227 Reynolds St,Pittsburgh,PA,15208,40.447587176,-79.9016815496,3.5,68,1,"Coffee & Tea, Restaurants, Food, Tea Rooms",,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,False,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'no',2,11:0-16:0,11:0-16:0,17:30-20:0,11:0-15:0,11:0-15:0,11:0-15:0,
1244,98978,Een2yret0IwJUpHLwcxtRg,Arancini House,615 Washington Rd,Pittsburgh,PA,15228,40.3824016,-80.043744,4.5,81,1,"Restaurants, Desserts, Food, Pizza, Cafes, Italian, Sicilian",,,,,,,,,,,,,False,True,False,False,False,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",'quiet',False,True,'none',u'casual',True,True,True,True,False,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',1,,10:0-15:0,7:0-21:0,7:0-21:0,7:0-17:0,7:0-17:0,0:0-0:0
1245,99052,rBnpbR-cfCD9CKy_ahCmsg,Nicky's Thai Kitchen,856 Western Ave,Pittsburgh,PA,15233,40.4521317,-80.0162219,4.0,422,1,"Thai, Restaurants",,,,,u'yes_corkage',,,,,,,,,,True,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}",False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'beer_and_wine',u'casual',True,True,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",'no',2,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0
1246,99199,L0d7r2zvjIaGCaj8fxJFRA,Loving Hut,5474 Campbells Run Rd,Pittsburgh,PA,15277,40.4459734242,-80.1582661486,4.0,119,0,"Vegetarian, Vegan, Vietnamese, Restaurants",,,,,,,,,,,,,False,,,,,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'quiet',True,False,u'none',u'casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'free',2,,12:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
1247,99429,oi4dg_m1NBpXRDQN3qkN9Q,Au Bon Pain Co,535 Smithfield St,Pittsburgh,PA,15222,40.4412608,-79.9979599,3.0,7,0,"Bakeries, Food, Restaurants",,,,,,,,,,,,,,,,,,True,,,True,,,,,,,True,,True,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,1,,,,,,,
1248,99499,GnFvPN1sCMbho2ItzuPemw,Domino's Pizza,1001 E Carson St,Pittsburgh,PA,15203,40.4286815,-79.9946531,2.0,37,1,"Pizza, Restaurants, Chicken Wings, Sandwiches",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,,u'average',False,True,u'none',u'casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,1,10:30-2:0,10:30-3:0,10:0-3:0,10:0-3:0,10:0-2:0,10:0-2:0,10:0-2:0
1249,99547,NF0ONd9LRcwZL-VWixRO5Q,Down There Bar & Grill,5027 Curry Rd,Pittsburgh,PA,15236,40.349397,-79.9945557,4.5,7,1,"Bars, Beer Bar, Nightlife, Sports Bars, Restaurants, American (Traditional)",,,False,,,,,False,,,u'outdoor',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,False,True,False,True,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,True,True,u'full_bar',,True,,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'free',,,14:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,0:0-0:0
1250,99552,mdKSq2mfp1M8tfbjmbyv4Q,Loafers Bread Co,1153 Freeport Rd,Pittsburgh,PA,15238,40.4884237134,-79.8805450889,4.0,8,1,"Food, Specialty Food, Bakeries, Restaurants, Cafes",,,,,,,,,,,,,,,,,,,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,True,u'none','casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'no',1,,9:0-17:30,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,11:0-19:0
1251,99556,7wMB3wMbOp0gq3l6nHfOaA,Ramen Bar,5860 Forbes Ave,Pittsburgh,PA,15217,40.4379625915,-79.9206533432,3.5,324,1,"Bars, Nightlife, Japanese, Ramen, Restaurants",,,,,,,,,,,,,,,,,False,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'none',u'casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0
1252,99726,66Y5ExfpgdEFIDqXSQeyiQ,Smokey Bones Bar & Fire Grill,6050 Robinson Center,Pittsburgh,PA,15205,40.4504071312,-80.1604326,3.0,108,1,"American (Traditional), Restaurants, Barbeque, Burgers",,,,,,,,,,,,,,,,,,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'loud',True,True,u'full_bar',u'casual',True,True,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'free',2,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
1253,99842,czeihVQNDXMlAq_H5_T4sA,Franktuary,325 Oliver Ave,Pittsburgh,PA,15222,40.4411888,-79.9988332,3.5,70,0,"Vegetarian, Hot Dogs, Restaurants",,,,,,,,,,,,,,,,,,,True,"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,,u'average',False,False,u'none','casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',1,,,10:0-15:0,10:0-15:0,10:0-15:0,10:0-15:0,10:0-15:0
1254,99887,GkYPYQC_H_gKWsalG7dk8A,Bridges Restaurant,100 Lytton Ave,Pittsburgh,PA,15213,40.4460837,-79.954647,2.5,20,1,"American (New), Restaurants",,,,,,,,,,,,,,,,,True,True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'quiet',True,True,u'full_bar',u'casual',True,True,False,False,True,"{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}",u'paid',2,17:0-23:0,6:30-2:0,6:30-2:0,6:30-23:0,6:30-23:0,6:30-23:0,6:30-23:0
1255,99915,5OV1bavavdsYyfeBRNiOeA,Osteria 2350,2350 Railroad St,Pittsburgh,PA,15222,40.4545236189,-79.9825752939,3.5,93,1,"Italian, Pizza, Restaurants, Sandwiches",,,,,,,,,,,,,False,True,True,True,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",False,"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,True,True,True,True,"{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': True}",u'free',2,,12:0-22:0,11:0-22:0,11:0-21:0,11:0-21:0,12:0-22:0,0:0-0:0
1256,100176,HmI9nhgOkrXlUr6KZGZZew,Rocky's,4759 Liberty Ave,Pittsburgh,PA,15224,40.4612963,-79.9481126,3.0,17,1,"Sandwiches, Restaurants, Breakfast & Brunch, Food, Italian, Diners, Mexican",,,,,,,,,,,,,,,True,,,True,False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",u'quiet',False,True,u'none',u'casual',True,True,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',1,8:0-12:0,8:0-12:0,,8:0-12:0,,8:0-12:0,
1257,100199,-3rvpkYkYD_N1IP4hSvD0A,Sushi Three,297 Beverly Rd,Pittsburgh,PA,15216,40.3885913,-80.0493988,3.5,23,0,"Restaurants, Sushi Bars, Japanese",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,,u'quiet',True,False,u'full_bar','casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',2,12:30-21:0,11:30-23:0,17:0-23:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
1258,100244,1POxn1NDKlH7kvWQqmP6Yw,Crust Almighty,46 S 27th St,Pittsburgh,PA,15203,40.4255694465,-79.9679099768,4.0,15,1,"Restaurants, Pizza",,,,,,,,,,,,,,False,False,,True,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,,,False,True,u'full_bar',,True,,True,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',,12:0-20:0,16:0-0:0,11:0-0:0,16:0-22:0,16:0-22:0,,
1259,100252,Chr3YCuvt2mD-BHgqeo-OA,Chicken Latino,155 21st St,Pittsburgh,PA,15222,40.4516497734,-79.9831724167,4.0,203,1,"Ethnic Food, Latin American, Food, Restaurants, Specialty Food, Peruvian",,,,,,,,,,,,,,,True,,,True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',False,True,u'none','casual',True,True,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',1,11:0-17:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-16:0
1260,100309,MPjwZL8DHKCEbFw8LYiAIA,Subway Restaurants,1347 W Liberty Ave,Pittsburgh,PA,15216,40.4108585,-80.0127662,2.0,5,1,"Restaurants, Sandwiches, Fast Food",,,,,,,,,,,,,,,,,,False,True,,,,,False,,,'casual',True,True,True,False,,,,1,9:0-21:0,8:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0
1261,100480,xrqzMU3dibafnu2brHq93g,JT's Bakery and Cafe,8105 Perry Hwy,Pittsburgh,PA,15237,40.5546094535,-80.038844347,5.0,10,1,"Bakeries, Restaurants, Cafes, Food, Desserts",,,,,,,,,,,,,,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,,True,,,True,,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'free',,,8:0-15:0,8:0-17:30,8:0-17:30,8:0-17:30,8:0-17:30,
1262,100531,fxZOOJtT6Zau7Asmppigkg,Potenza Pizza and Pasta,4709 Centre Ave,Pittsburgh,PA,15213,40.452781,-79.9493698,3.0,37,1,"Event Planning & Services, Caterers, Pizza, Italian, Food Delivery Services, Food, Sandwiches, Restaurants, Greek",,,,,,,,,,,,,,,,,,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,,u'quiet',False,True,u'none',u'casual',True,True,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,2,10:0-0:0,10:0-2:0,10:0-2:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0
1263,100602,vMH7j7Hl36b0gmdFWyZXpQ,Eat'n Park,11746 Frankstown Rd,Pittsburgh,PA,15235,40.4675589448,-79.8252390686,3.0,16,1,"Diners, Breakfast & Brunch, Buffets, Restaurants, American (New), American (Traditional)",,,,,,,,,,,,,,,,,,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}",u'average',False,True,u'none',u'casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'no',2,6:0-23:0,6:0-0:0,6:0-0:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0
1264,100612,sH3zUEyNXNYzuaU9UomKqA,Burma-Tokyo,320 Atwood St,Pittsburgh,PA,15213,40.4390804,-79.9553126,4.0,38,0,"Japanese, Food, Restaurants, Burmese",,,,,,,,,,,,,,,,,,,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,u'quiet',True,False,u'none',u'casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',1,,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
1265,100631,o7tBcNfv-zMXSTePBLIrvw,Subway,401 Wood St,Pittsburgh,PA,15222,40.4395778,-80.001289,2.5,7,0,"Restaurants, Sandwiches, Fast Food",,,,,,,,,,,,,,,,,,False,True,,,,,False,,,'casual',True,True,True,False,False,,,1,,,,,,,
1266,100724,2p_xWNAGm_5sVvr_Vs6mlw,Trapuzzano Italian Chophouse,5533 Walnut St,Pittsburgh,PA,15232,40.4517190815,-79.9326984898,3.5,47,0,"Italian, Restaurants",,,,,,,,,,,,,,,True,,True,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,'full_bar',u'casual',True,True,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',2,11:0-22:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-0:0,11:0-0:0,11:0-0:0
1267,100759,N56-LiN3xp3xEQbl0oRHjg,Nana's Place By Gibsons,4510 Liberty Ave,Pittsburgh,PA,15224,40.4627612,-79.9515622,4.0,5,1,"Southern, Restaurants",,,,,,,,,,,,,,,,,,,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,False,,,,False,,True,None,,,,1,,11:30-19:30,11:30-19:30,11:30-19:30,11:30-19:30,11:30-19:30,
1268,100774,oiTq668GwyXo5hMHjdW0kA,Stack'd Burgers - Shadyside,5741 Ellsworth Ave,Pittsburgh,PA,15232,40.455722,-79.93142,3.5,182,1,"American (Traditional), Burgers, Restaurants, Nightlife, Bars, Pubs",,,,,,False,,,"{'monday': True, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,,,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,"{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',False,True,u'full_bar',u'casual',True,False,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,11:0-0:0,11:0-1:0,16:0-1:0,16:0-1:0,16:0-0:0,16:0-0:0,0:0-0:0
1269,100806,j54J0Ky4ruVbN_NTJ3daFg,Girasole Restaurant,733 Copeland St,Pittsburgh,PA,15232,40.4512091,-79.9345684,4.0,429,1,"Restaurants, Italian",,,,True,'yes_corkage',,,,,,,,,,True,,,True,False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,False,True,False,True,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,16:0-21:0,11:30-23:0,11:30-23:0,11:30-22:0,11:30-22:0,11:30-22:0,
1270,100812,Bh6M_VzX9RH1BS8W-uoUwQ,Biergarten,620 William Penn Pl,Pittsburgh,PA,15219,40.4414480387,-79.9963676268,3.5,70,1,"Beer Gardens, Restaurants, Nightlife, Wine Bars, Bars",,,,,,,False,False,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}",,,u'average',,True,'full_bar',,True,,,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,2,12:0-20:0,15:0-0:0,16:0-0:0,16:0-23:0,16:0-23:0,,
1271,101002,UqbnR83EtBOWK6unSZkeLg,Fogo de Chão Brazilian Steakhouse - Pittsburgh,525 Smithfield St,Pittsburgh,PA,15222,40.4408181,-79.9987274,4.0,214,1,"Steakhouses, Restaurants, Brazilian",,,,,,,,,,,,,,,True,False,True,,True,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': True, 'classy': True, 'casual': False}",False,"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,'full_bar',,True,False,False,False,False,"{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}",'paid',3,11:0-21:0,11:0-22:0,17:0-22:0,11:0-21:0,11:0-22:0,11:0-23:0,17:0-21:30
1272,101120,f2FfutZhb4F-m1Ob0EdYaw,China Palace,5440 Walnut St,Pittsburgh,PA,15232,40.450866,-79.933919,3.0,114,0,"Restaurants, Asian Fusion, Food, Food Delivery Services, Event Planning & Services, Caterers, Fast Food, Vegetarian, Chinese",,,False,,,,,,,,,,,,,,,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',False,True,'full_bar','casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",'no',2,12:0-21:0,12:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
1273,101351,RhnBoOv61mYYtNKatNYgEQ,Katerbean,1108 S Braddock Ave,Pittsburgh,PA,15218,40.4323844,-79.8939504,1.5,12,0,"Food, Coffee & Tea, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',1,,,,,,,
1274,101413,WKlMFUCGI7dCysGkFLWvaQ,Stagioni,2104 E Carson St,Pittsburgh,PA,15203,40.4282783,-79.9760162,4.0,151,1,"Nightlife, Event Planning & Services, Venues & Event Spaces, Pizza, Wine Bars, Breakfast & Brunch, Bars, Restaurants, Italian",,,,,,,False,False,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}",,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,,,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,False,u'full_bar',u'casual',True,False,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,17:0-21:0,17:0-22:30,17:0-22:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30
1275,101420,Y4UKJsGR5Xu-WHSxqdtflQ,Bull Dawgs,2401 Penn Ave,Pittsburgh,PA,15222,40.4538071,-79.9804811,3.0,7,0,"Food, Restaurants, Hot Dogs, Food Trucks",,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,9:0-17:0,9:0-17:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0
1276,101432,T8-13dD8mV2qUI53wsUL6g,Atria's,1374 Freeport Rd,Pittsburgh,PA,15238,40.4892842,-79.8726622,3.5,51,1,"Nightlife, Bars, Seafood, Burgers, Event Planning & Services, Breakfast & Brunch, Restaurants, American (New), American (Traditional), Caterers, Diners",,,,,,False,,,,,,,False,,,,,False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,"{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}",'average',True,True,'full_bar','casual',True,True,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'free',2,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-22:0
1277,101591,MwsGayIlUkXQ46mkmV3jlA,Wok In Heaven,415 Unity Center Rd,Pittsburgh,PA,15239,40.4894052,-79.7771043,3.0,12,1,"Chinese, Restaurants",,,,,,,,,,,,,,,,,,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'quiet',False,,'none',u'casual',True,True,True,True,False,None,,1,12:0-21:0,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,15:0-21:30
1278,101634,hwe7f0QthkND-H4Ekg37qw,New Dumpling And Sushi House,2138 Murray Ave,Pittsburgh,PA,15217,40.4326061,-79.9233686,3.5,82,1,"Restaurants, Chinese, Asian Fusion",,,,,,,,,,,,,,,True,,,True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'quiet',True,True,u'full_bar','casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,11:0-21:30,11:0-22:30,11:0-22:30,11:0-21:30,11:0-21:30,11:0-21:30,
